X 	 Y 	 Y_Predicted
0 	 -0.41480360332213057 	 0.014788806037962454
1 	 3.372300739060182 	 0.0068491061608277615
2 	 -0.6243915622875726 	 -0.0010905937163069312
3 	 -0.2121263535133637 	 -0.009030293593441624
4 	 0.26428362653038895 	 -0.016969993470576317
5 	 -0.07239348605374314 	 -0.02490969334771101
6 	 -0.41329115207652795 	 -0.0328493932248457
7 	 -0.37584416778997354 	 -0.040789093101980395
8 	 -0.1899497410802921 	 -0.04872879297911509
9 	 -0.2175842815907296 	 -0.05666849285624978
10 	 -0.23480877192989694 	 -0.06460819273338447
11 	 -0.2679068740735345 	 -0.07254789261051917
12 	 -0.3054270626018056 	 -0.08048759248765386
13 	 -0.3282042570334282 	 -0.08842729236478855
14 	 -0.37706658194386844 	 -0.09636699224192324
15 	 -0.37123910732040305 	 -0.10430669211905794
16 	 -0.35510432139791726 	 -0.11224639199619263
17 	 -0.49638698594890324 	 -0.12018609187332732
18 	 -0.32672876766096154 	 -0.12812579175046201
19 	 -0.2806421559470004 	 -0.1360654916275967
20 	 -0.2683723132690206 	 -0.1440051915047314
21 	 -0.3004765953938013 	 -0.1519448913818661
22 	 -0.3832517557534216 	 -0.15988459125900079
23 	 -0.36303400180061235 	 -0.16782429113613548
24 	 -0.2622659745075424 	 -0.17576399101327017
25 	 -0.2509283976364133 	 -0.18370369089040486
26 	 -0.2531208705599407 	 -0.19164339076753956
27 	 -0.1682996447891842 	 -0.19958309064467425
28 	 -0.14523389558649108 	 -0.20752279052180894
29 	 -0.22201289968304688 	 -0.21546249039894363
30 	 -0.1392320977226063 	 -0.22340219027607833
31 	 -0.288078020823825 	 -0.23134189015321302
32 	 -0.06049807628249869 	 -0.2392815900303477
33 	 -0.1694786303213742 	 -0.24722128990748243
34 	 -0.2328412094299497 	 -0.2551609897846171
35 	 -0.09884275070100236 	 -0.26310068966175176
36 	 -0.09742722072312048 	 -0.2710403895388865
37 	 -0.19848586368718413 	 -0.2789800894160212
38 	 -0.21879801427061177 	 -0.28691978929315587
39 	 -0.23296398914361305 	 -0.29485948917029053
40 	 -0.28482649818116695 	 -0.30279918904742525
41 	 -0.22151849372405885 	 -0.31073888892456
42 	 -0.2436274188154367 	 -0.31867858880169464
43 	 -0.37375375850545145 	 -0.3266182886788293
44 	 -0.4092402960406565 	 -0.334557988555964
45 	 -0.3838726461004354 	 -0.34249768843309875
46 	 -0.40883396075262607 	 -0.3504373883102334
47 	 -0.5400444021042545 	 -0.3583770881873681
48 	 -0.3876725613807579 	 -0.3663167880645028
49 	 -0.6128235102214546 	 -0.3742564879416375
50 	 -0.42687175070200584 	 -0.3821961878187722
51 	 -0.5082890165417748 	 -0.39013588769590685
52 	 -0.5029014797332149 	 -0.39807558757304157
53 	 -0.3841767344559213 	 -0.4060152874501763
54 	 -0.3401322145862591 	 -0.41395498732731095
55 	 -0.5135165312126441 	 -0.4218946872044456
56 	 -0.4591078065955573 	 -0.42983438708158034
57 	 -0.39629116450846896 	 -0.43777408695871506
58 	 -0.28134326231009815 	 -0.4457137868358497
59 	 -0.41730799988429773 	 -0.4536534867129844
60 	 -0.27178605865516403 	 -0.4615931865901191
61 	 -0.5016443708937385 	 -0.46953288646725383
62 	 -0.40031579138158446 	 -0.4774725863443885
63 	 -0.417598304877012 	 -0.48541228622152316
64 	 -0.33108397522602434 	 -0.4933519860986579
65 	 -0.4518111570768681 	 -0.5012916859757925
66 	 -0.4662319538351854 	 -0.5092313858529274
67 	 -0.4796443854376806 	 -0.517171085730062
68 	 -0.4668192266433906 	 -0.5251107856071966
69 	 -0.40096010935777476 	 -0.5330504854843314
