X 	 Y 	 Y_Predicted
0 	 1.609059889881792 	 0.31912575059053505
1 	 1.3613763386433604 	 0.2996429867002157
2 	 0.6073101879137299 	 0.28016022280989633
3 	 0.3441265372274271 	 0.26067745891957694
4 	 0.28150561956636516 	 0.2411946950292576
5 	 0.3694099817224098 	 0.22171193113893825
6 	 0.24361931622048227 	 0.2022291672486189
7 	 0.18299418384632615 	 0.18274640335829953
8 	 0.12746492432057266 	 0.16326363946798017
9 	 -0.07091493641069664 	 0.1437808755776608
10 	 -0.05204210902406583 	 0.12429811168734145
11 	 -0.06409041097207824 	 0.10481534779702209
12 	 -0.18231917103844977 	 0.08533258390670273
13 	 -0.04656109000416306 	 0.0658498200163834
14 	 -0.07305025087526634 	 0.04636705612606401
15 	 -0.1187509663608615 	 0.026884292235744622
16 	 -0.10836658281749896 	 0.00740152834542529
17 	 -0.35008690226050226 	 -0.012081235544894042
18 	 -0.19602016795962526 	 -0.03156399943521343
19 	 -0.22834425037716075 	 -0.05104676332553282
20 	 -0.4725641995349681 	 -0.07052952721585215
21 	 -0.32623624426002246 	 -0.09001229110617148
22 	 -0.22005858874921427 	 -0.10949505499649087
23 	 -0.3666690401127257 	 -0.12897781888681026
24 	 -0.2940211926571519 	 -0.1484605827771296
25 	 -0.30227678950797326 	 -0.16794334666744892
26 	 -0.3641931372161304 	 -0.18742611055776826
27 	 -0.3087310546302482 	 -0.2069088744480877
28 	 -0.2952163290793396 	 -0.22639163833840703
29 	 -0.2556252558678516 	 -0.24587440222872636
30 	 -0.34740916174446296 	 -0.2653571661190458
31 	 -0.24903849364920738 	 -0.28483993000936514
32 	 -0.36270204664892747 	 -0.30432269389968447
33 	 -0.33202530911691097 	 -0.3238054577900038
34 	 -0.3419532662037009 	 -0.34328822168032314
35 	 -0.4518595804463499 	 -0.3627709855706426
36 	 -0.42697391375504495 	 -0.3822537494609619
37 	 -0.3564512312432892 	 -0.40173651335128124
38 	 -0.454801502570926 	 -0.4212192772416007
39 	 -0.4950566503533168 	 -0.44070204113192
40 	 -0.5033435338659484 	 -0.46018480502223935
41 	 -0.5469043930183044 	 -0.4796675689125587
42 	 -0.5490052831535549 	 -0.499150332802878
43 	 -0.4873066758713311 	 -0.5186330966931975
44 	 -0.6466834273980773 	 -0.5381158605835168
45 	 -0.5295671763765705 	 -0.5575986244738361
46 	 -0.5575730267803278 	 -0.5770813883641556
47 	 -0.7071005527099098 	 -0.5965641522544749
48 	 -0.625851598148178 	 -0.6160469161447942
49 	 -0.5590445259353257 	 -0.6355296800351136
50 	 -0.8920118610182046 	 -0.6550124439254329
51 	 -0.7792095400256492 	 -0.6744952078157523
52 	 -0.7945157845719462 	 -0.6939779717060716
53 	 -0.740642329427842 	 -0.713460735596391
54 	 -0.7342431974696617 	 -0.7329434994867104
55 	 -0.8096260175068286 	 -0.7524262633770297
56 	 -0.6491125265714661 	 -0.7719090272673491
57 	 -0.6603264201958393 	 -0.7913917911576686
58 	 -0.7249703082312521 	 -0.8108745550479878
59 	 -0.8236093736953662 	 -0.8303573189383072
60 	 -0.6554445888597508 	 -0.8498400828286267
61 	 -0.7322249413411314 	 -0.8693228467189459
62 	 -0.6982421896199811 	 -0.8888056106092653
63 	 -0.7040705022920486 	 -0.9082883744995845
64 	 -0.8568818655523132 	 -0.927771138389904
65 	 -0.8675857318681992 	 -0.9472539022802234
66 	 -0.8044362710977723 	 -0.9667366661705427
67 	 -0.6618844220806777 	 -0.9862194300608621
68 	 -0.9469593732084823 	 -1.0057021939511812
69 	 -0.800348214996529 	 -1.0251849578415007
70 	 -0.9424743811233977 	 -1.04466772173182
71 	 -0.8756066527295646 	 -1.0641504856221395
72 	 -0.8346397915878553 	 -1.083633249512459
73 	 -1.043258537497703 	 -1.1031160134027784
74 	 -0.9371599179744574 	 -1.1225987772930974
75 	 -0.4917533251454521 	 -1.1420815411834169
76 	 -0.9682976532274279 	 -1.1615643050737363
77 	 -1.537815843722177 	 -1.1810470689640558
78 	 -1.0829853624874624 	 -1.2005298328543752
79 	 -1.822110205218493 	 -1.2200125967446942
