X 	 Y 	 Weights 	 Y_Predicted
0 	 -0.25476893407826817 	 18.76913601892645 	 -0.7026771314944951
1 	 -0.6426171108147353 	 18.76913601892645 	 -0.7022990823058028
2 	 0.6586245464873578 	 18.72836021985537 	 -0.7019210331171106
3 	 -0.7983208657148455 	 18.644354008773337 	 -0.7015429839284184
4 	 -0.6069153241939756 	 18.55087046043283 	 -0.7011649347397262
5 	 -0.2710512941347559 	 18.42113984921111 	 -0.7007868855510339
6 	 -1.0975841835888482 	 18.301505843219495 	 -0.7004088363623416
7 	 -1.0193658083707724 	 17.922506359149896 	 -0.7000307871736494
8 	 -0.9819956671969798 	 17.593782238898044 	 -0.6996527379849572
9 	 -0.9672691491922438 	 17.353608752502915 	 -0.699274688796265
10 	 -0.9859293510251123 	 17.144103745325605 	 -0.6988966396075728
11 	 -0.9125108431193151 	 16.97111588836289 	 -0.6985185904188805
12 	 -0.9783375790436792 	 16.76967317909383 	 -0.6981405412301883
13 	 -0.9338706491720231 	 16.570557963434695 	 -0.6977624920414961
14 	 -0.9099602276970226 	 16.37773102867193 	 -0.6973844428528039
15 	 -0.9125267482890548 	 16.17643273366608 	 -0.6970063936641115
16 	 -0.8266449055777677 	 16.01171017739321 	 -0.6966283444754193
17 	 -0.7854953363187795 	 15.832896263712229 	 -0.6962502952867271
18 	 -0.8621562704981899 	 15.603538535450886 	 -0.6958722460980349
19 	 -0.7549658253641313 	 15.381334556810968 	 -0.6954941969093427
20 	 -0.7701531124087081 	 15.171368076498876 	 -0.6951161477206504
21 	 -0.8193264484665186 	 14.931539874612719 	 -0.6947380985319582
22 	 -0.7802367029420482 	 14.739195381443599 	 -0.694360049343266
23 	 -0.7369709069227842 	 14.499009048410024 	 -0.6939820001545738
24 	 -0.797877572989216 	 14.276803967400914 	 -0.6936039509658816
25 	 -0.767665407110455 	 14.084522694818288 	 -0.6932259017771892
26 	 -0.7113641991754183 	 13.876464147631605 	 -0.692847852588497
