X        Y
0 	 -0.5636288966775377
1 	 -0.5708838342227848
2 	 -0.5781387717680319
3 	 -0.5853937093132788
4 	 -0.5926486468585259
5 	 -0.599903584403773
6 	 -0.6071585219490201
7 	 -0.6144134594942672
8 	 -0.6216683970395143
9 	 -0.6289233345847612
10 	 -0.6361782721300083
11 	 -0.6434332096752554
12 	 -0.6506881472205025
13 	 -0.6579430847657496
14 	 -0.6651980223109966
15 	 -0.6724529598562436
16 	 -0.6797078974014907
17 	 -0.6869628349467378
18 	 -0.6942177724919849
19 	 -0.701472710037232
20 	 -0.7087276475824791
21 	 -0.7159825851277261
22 	 -0.7232375226729731
23 	 -0.7304924602182202
24 	 -0.7377473977634673
25 	 -0.7450023353087143
26 	 -0.7522572728539614
27 	 -0.7595122103992085
28 	 -0.7667671479444556
29 	 -0.7740220854897026
30 	 -0.7812770230349497
31 	 -0.7885319605801968
32 	 -0.7957868981254438
33 	 -0.8030418356706909
34 	 -0.810296773215938
35 	 -0.8175517107611849
36 	 -0.824806648306432
37 	 -0.8320615858516791
38 	 -0.8393165233969262
39 	 -0.8465714609421733
40 	 -0.8538263984874204
41 	 -0.8610813360326675
42 	 -0.8683362735779145
43 	 -0.8755912111231616
44 	 -0.8828461486684086
45 	 -0.8901010862136557
46 	 -0.8973560237589027
47 	 -0.9046109613041498
48 	 -0.9118658988493968
49 	 -0.9191208363946439
50 	 -0.926375773939891
51 	 -0.9336307114851381
52 	 -0.9408856490303852
53 	 -0.9481405865756323
54 	 -0.9553955241208794
55 	 -0.9626504616661263
56 	 -0.9699053992113734
57 	 -0.9771603367566205
58 	 -0.9844152743018675
59 	 -0.9916702118471146
60 	 -0.9989251493923617
61 	 -1.0061800869376087
62 	 -1.0134350244828558
63 	 -1.020689962028103
64 	 -1.02794489957335
65 	 -1.035199837118597
66 	 -1.042454774663844
67 	 -1.0497097122090913
68 	 -1.0569646497543381
69 	 -1.0642195872995854
70 	 -1.0714745248448323
71 	 -1.0787294623900794
72 	 -1.0859843999353265
73 	 -1.0932393374805736
74 	 -1.1004942750258206
75 	 -1.1077492125710677
76 	 -1.1150041501163148
77 	 -1.1222590876615617
78 	 -1.129514025206809
79 	 -1.1367689627520559
80 	 -1.1440239002973032
81 	 -1.15127883784255
82 	 -1.1585337753877971
83 	 -1.1657887129330442
84 	 -1.1730436504782913
85 	 -1.1802985880235384
86 	 -1.1875535255687855
87 	 -1.1948084631140325
88 	 -1.2020634006592794
89 	 -1.2093183382045267
90 	 -1.2165732757497736
91 	 -1.223828213295021
92 	 -1.2310831508402678
93 	 -1.2383380883855148
94 	 -1.245593025930762
95 	 -1.252847963476009
96 	 -1.260102901021256
97 	 -1.2673578385665032
98 	 -1.2746127761117503
99 	 -1.2818677136569971
100 	 -1.2891226512022445
101 	 -1.2963775887474913
102 	 -1.3036325262927386
103 	 -1.3108874638379855
104 	 -1.3181424013832326
105 	 -1.3253973389284797
106 	 -1.3326522764737267
107 	 -1.3399072140189738
108 	 -1.347162151564221
109 	 -1.354417089109468
110 	 -1.3616720266547149
111 	 -1.3689269641999622
112 	 -1.376181901745209
113 	 -1.3834368392904564
114 	 -1.3906917768357032
115 	 -1.3979467143809503
116 	 -1.4052016519261974
117 	 -1.4124565894714445
118 	 -1.4197115270166916
119 	 -1.4269664645619387
120 	 -1.4342214021071857
121 	 -1.4414763396524326
122 	 -1.44873127719768
123 	 -1.4559862147429268
124 	 -1.463241152288174
125 	 -1.470496089833421
126 	 -1.477751027378668
127 	 -1.4850059649239151
128 	 -1.4922609024691622
129 	 -1.4995158400144093
130 	 -1.5067707775596564
131 	 -1.5140257151049035
132 	 -1.5212806526501503
133 	 -1.5285355901953976
134 	 -1.5357905277406445
135 	 -1.5430454652858918
136 	 -1.5503004028311387
137 	 -1.5575553403763858
138 	 -1.5648102779216329
139 	 -1.5720652154668802
140 	 -1.579320153012127
141 	 -1.586575090557374
142 	 -1.5938300281026212
143 	 -1.601084965647868
144 	 -1.6083399031931154
145 	 -1.6155948407383622
146 	 -1.6228497782836095
147 	 -1.6301047158288564
148 	 -1.6373596533741037
149 	 -1.6446145909193506
150 	 -1.651869528464598
151 	 -1.6591244660098448
152 	 -1.6663794035550916
153 	 -1.673634341100339
154 	 -1.6808892786455858
155 	 -1.688144216190833
156 	 -1.69539915373608
157 	 -1.7026540912813273
158 	 -1.7099090288265741
159 	 -1.7171639663718214
160 	 -1.7244189039170683
161 	 -1.7316738414623156
162 	 -1.7389287790075625
163 	 -1.7461837165528094
